area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,high_value,cluster
Super built-up  Area,19-Dec,other,2005.0,3.0,2.0,240.0,3,11970.074812967581,1,3
Super built-up  Area,Ready To Move,Kothanur,1185.0,2.0,2.0,58.0,2,4894.514767932489,0,2
Built-up  Area,Ready To Move,Sahakara Nagar,1100.0,2.0,1.0,55.0,2,5000.0,0,2
Super built-up  Area,Ready To Move,Sonnenahalli,614.5,1.0,0.0,30.715,1,4998.372660699756,0,2
Built-up  Area,Ready To Move,other,1000.0,2.0,1.0,97.0,2,9700.0,0,3
Super built-up  Area,Ready To Move,Hegde Nagar,1179.0,2.0,2.0,49.35,2,4185.750636132316,0,2
Super built-up  Area,Ready To Move,JP Nagar,1850.0,2.0,2.0,110.0,3,5945.945945945946,1,0
Super built-up  Area,Ready To Move,Sarjapur  Road,4334.0,2.0,2.0,338.0,4,7798.800184586987,1,0
Super built-up  Area,Ready To Move,Banashankari,2582.0,5.0,2.0,250.0,3,9682.416731216112,1,3
Super built-up  Area,Ready To Move,Channasandra,1160.0,2.0,1.0,55.0,2,4741.379310344828,0,2
Built-up  Area,Ready To Move,other,1200.0,2.0,1.0,45.0,1,3750.0,0,2
Super built-up  Area,Ready To Move,Sarakki Nagar,2663.0,4.0,1.0,338.0,3,12692.452121667293,1,3
Super built-up  Area,Ready To Move,JP Nagar,1100.0,2.0,1.0,45.0,2,4090.909090909091,0,2
Super built-up  Area,Ready To Move,Green Glen Layout,1630.0,3.0,2.0,68.0,3,4171.7791411042945,0,2
Super built-up  Area,19-Jul,Kanakpura Road,1330.0,2.0,1.0,107.0,2,8045.112781954887,1,0
Super built-up  Area,Ready To Move,Thanisandra,2127.0,3.0,2.0,135.0,3,6346.967559943582,1,0
Super built-up  Area,Ready To Move,other,2250.0,4.0,1.0,400.0,4,17777.777777777777,1,1
Plot  Area,18-Dec,Bannerghatta Road,1500.0,4.0,2.0,239.0,3,15933.333333333334,1,1
Super built-up  Area,18-Nov,Thanisandra,2336.5,3.0,0.0,115.89,3,4959.982880376631,1,2
Super built-up  Area,Ready To Move,JP Nagar,1197.0,2.0,1.0,47.88,2,4000.0,0,2
Plot  Area,Ready To Move,other,1200.0,4.0,1.0,225.0,4,18750.0,1,1
Super built-up  Area,18-Aug,Channasandra,1050.0,2.0,2.0,41.0,2,3904.7619047619046,0,2
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,106.0,2,7475.317348377997,1,0
Super built-up  Area,Ready To Move,Dodda Nekkundi,1148.0,2.0,1.0,56.0,2,4878.048780487805,0,2
Super built-up  Area,Ready To Move,Kudlu,1293.0,2.0,2.0,85.0,3,6573.859242072699,0,0
Super built-up  Area,Ready To Move,Munnekollal,1210.0,2.0,3.0,75.0,2,6198.347107438017,0,0
Built-up  Area,Ready To Move,HSR Layout,1126.0,2.0,1.0,69.0,2,6127.886323268206,0,0
Built-up  Area,Ready To Move,Sarakki Nagar,1840.0,4.0,1.0,175.0,3,9510.869565217392,1,3
Built-up  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,0.0,70.0,3,4861.111111111111,0,2
Super built-up  Area,Ready To Move,Thanisandra,1276.0,2.0,2.0,75.0,2,5877.742946708464,0,0
Super built-up  Area,Ready To Move,Whitefield,1216.0,2.0,1.0,83.0,2,6825.6578947368425,0,0
Super built-up  Area,18-Apr,other,840.0,1.0,0.0,75.0,1,8928.57142857143,0,3
Built-up  Area,Ready To Move,Sompura,1126.0,2.0,2.0,39.0,2,3463.587921847247,0,2
Super built-up  Area,18-May,Raja Rajeshwari Nagar,1162.0,2.0,0.0,65.0,2,5593.803786574871,0,2
Super built-up  Area,19-Dec,Devanahalli,658.0,1.0,1.0,34.0,1,5167.173252279636,0,2
Plot  Area,Ready To Move,Sahakara Nagar,1350.0,3.0,1.0,250.0,3,18518.51851851852,1,1
Super built-up  Area,Ready To Move,Whitefield,2500.0,3.0,2.0,280.0,3,11200.0,1,3
Built-up  Area,Ready To Move,Chandapura,1208.51,3.0,2.0,42.0,3,3475.3539482503247,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1133.0,2.0,2.0,38.41,2,3390.114739629302,0,2
Super built-up  Area,Ready To Move,other,1760.0,2.0,1.0,116.0,3,6590.909090909091,1,0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,52.0,3,4837.209302325581,0,2
Super built-up  Area,Ready To Move,Sarjapur,940.0,2.0,1.0,25.38,2,2700.0,0,2
Super built-up  Area,Ready To Move,Badavala Nagar,1145.0,2.0,2.0,57.0,2,4978.1659388646285,0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1302.5,2.0,0.0,67.73,2,5200.0,0,2
Built-up  Area,Ready To Move,other,3900.0,5.0,1.0,550.0,4,14102.564102564103,1,1
Super built-up  Area,Ready To Move,other,3317.5,5.0,0.0,268.5,4,8093.443858327054,1,0
Built-up  Area,Ready To Move,Dasarahalli,1300.0,2.0,2.0,50.0,2,3846.153846153846,0,2
Super built-up  Area,Ready To Move,Malleshwaram,2475.0,4.0,3.0,326.0,3,13171.717171717171,1,3
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2040.0,3.0,2.0,200.0,3,9803.921568627451,1,3
Built-up  Area,Ready To Move,Hosakerehalli,1200.0,1.0,0.0,150.0,1,12500.0,1,3
Plot  Area,Ready To Move,Jigani,2420.0,4.0,1.0,190.0,4,7851.239669421488,1,0
Built-up  Area,Ready To Move,Thubarahalli,1216.0,2.0,1.0,80.0,2,6578.9473684210525,0,0
Super built-up  Area,Ready To Move,Tumkur Road,1459.0,2.0,1.0,110.0,3,7539.410555174777,1,0
Super built-up  Area,20-Jan,Badavala Nagar,1274.0,2.0,1.0,81.0,2,6357.9277864992155,0,0
Plot  Area,Ready To Move,other,600.0,1.0,1.0,52.0,2,8666.666666666666,0,0
Super built-up  Area,Ready To Move,Malleshpalya,1430.0,2.0,1.0,69.5,3,4860.1398601398605,0,2
Plot  Area,Ready To Move,Kammanahalli,1800.0,2.0,0.0,280.0,4,15555.555555555555,1,1
Super built-up  Area,Ready To Move,other,1670.0,3.0,2.0,160.0,3,9580.838323353293,1,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1695.0,3.0,2.0,150.0,3,8849.557522123894,1,3
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1060.0,2.0,3.0,42.0,2,3962.264150943396,0,2
Plot  Area,Ready To Move,Hosa Road,880.0,2.0,0.0,50.0,2,5681.818181818182,0,0
Super built-up  Area,19-Dec,Jalahalli,1083.0,2.0,1.0,32.49,2,3000.0,0,2
Super built-up  Area,Ready To Move,Doddakallasandra,1425.0,2.0,2.0,56.99,3,3999.2982456140353,0,2
Super built-up  Area,Ready To Move,Arekere,900.0,2.0,3.0,50.0,2,5555.555555555556,0,2
Built-up  Area,21-Dec,Thanisandra,693.0,1.0,1.0,34.3,1,4949.494949494949,0,2
Super built-up  Area,20-Dec,Electronic City,2435.0,4.0,3.0,119.0,4,4887.063655030801,1,2
Super built-up  Area,18-Aug,Iblur Village,1920.0,3.0,2.0,150.0,3,7812.5,1,0
Super built-up  Area,18-Mar,Electronic City,630.0,1.0,1.0,47.0,1,7460.31746031746,0,0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,50.0,3,4651.162790697675,0,2
Super built-up  Area,Ready To Move,Nagavarapalya,705.0,1.0,1.0,55.0,1,7801.418439716312,0,0
Super built-up  Area,18-Dec,other,1200.0,2.0,2.0,75.6,3,6299.999999999999,0,0
Super built-up  Area,Ready To Move,Mahadevpura,1532.0,2.0,2.0,62.0,2,4046.9973890339425,0,2
Super built-up  Area,Ready To Move,Rajiv Nagar,1330.0,2.0,1.0,93.0,2,6992.481203007519,0,0
Plot  Area,Ready To Move,other,1200.0,3.0,1.0,210.0,4,17500.0,1,1
Super built-up  Area,Ready To Move,Kasavanhalli,1105.0,2.0,2.0,42.0,2,3800.9049773755655,0,2
Plot  Area,Ready To Move,1st Phase JP Nagar,1566.0,2.0,0.0,180.0,2,11494.252873563219,1,3
Built-up  Area,Ready To Move,5th Phase JP Nagar,1256.0,2.0,1.0,62.8,2,5000.0,0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1000.0,2.0,2.0,53.0,2,5300.0,0,2
Plot  Area,18-May,other,2400.0,5.0,3.0,285.0,5,11875.0,1,3
Super built-up  Area,18-May,Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1737.0,2.0,3.0,95.0,3,5469.199769717904,0,2
Super built-up  Area,18-Aug,Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0,0,2
Super built-up  Area,Ready To Move,other,2100.0,4.0,2.0,150.0,4,7142.857142857143,1,0
Built-up  Area,Ready To Move,Hosakerehalli,3600.0,6.0,1.0,145.0,8,4027.777777777778,1,2
Built-up  Area,Ready To Move,Mysore Road,883.0,2.0,1.0,50.0,2,5662.5141562853905,0,2
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557,0,2
Super built-up  Area,Ready To Move,BTM Layout,1776.0,2.0,3.0,75.0,3,4222.972972972973,0,2
Plot  Area,Ready To Move,other,600.0,2.0,1.0,120.0,2,20000.0,1,1
Super built-up  Area,Ready To Move,Harlur,1459.0,3.0,2.0,135.0,3,9252.912954078136,1,3
Super built-up  Area,19-Dec,Thanisandra,2259.0,5.0,2.0,135.0,4,5976.095617529881,1,0
Built-up  Area,Ready To Move,JP Nagar,2700.0,4.0,1.0,160.0,7,5925.925925925926,1,0
Super built-up  Area,Ready To Move,Gubbalala,1008.0,2.0,2.0,32.25,2,3199.404761904762,0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,1800.0,2.0,2.0,250.0,3,13888.888888888889,1,1
Super built-up  Area,Ready To Move,Rajaji Nagar,3100.0,4.0,3.0,550.0,4,17741.935483870966,1,1
Super built-up  Area,18-May,Yelahanka,602.0,1.0,1.0,26.0,1,4318.936877076412,0,2
Super built-up  Area,Ready To Move,Marathahalli,1710.0,3.0,2.0,100.0,3,5847.953216374269,1,0
Super built-up  Area,Ready To Move,JP Nagar,1500.0,2.0,3.0,82.0,3,5466.666666666667,0,2
Super built-up  Area,20-Dec,Judicial Layout,1100.0,2.0,1.0,53.0,3,4818.181818181818,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151.0,2.0,1.0,49.0,2,4257.167680278019,0,2
Super built-up  Area,Ready To Move,Kathriguppe,1350.0,3.0,3.0,78.3,3,5800.0,0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,2.0,65.0,2,5416.666666666667,0,2
Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,1.0,78.0,2,6166.00790513834,0,0
Super built-up  Area,18-Apr,Sarjapur  Road,1700.0,3.0,2.0,93.5,3,5500.0,0,2
Built-up  Area,Ready To Move,other,1550.0,4.0,1.0,120.0,4,7741.935483870968,1,0
Built-up  Area,Ready To Move,R.T. Nagar,1560.0,3.0,3.0,125.0,3,8012.820512820513,1,0
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557,0,2
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,1200.0,4.0,1.0,160.0,4,13333.333333333334,1,3
Super built-up  Area,Ready To Move,Doddakallasandra,1010.0,2.0,1.0,40.39,2,3999.009900990099,0,2
Super built-up  Area,Ready To Move,Tumkur Road,1416.0,3.0,1.0,94.0,3,6638.418079096045,0,0
Plot  Area,Ready To Move,Chamrajpet,1660.4,4.0,2.0,211.0,4,12707.781257528306,1,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,125.0,3,7440.476190476191,1,0
Super built-up  Area,Ready To Move,Kanakpura Road,1507.0,2.0,3.0,95.0,3,6303.9150630391505,0,0
Super built-up  Area,Ready To Move,Frazer Town,2560.0,3.0,2.0,288.0,3,11250.0,1,3
Super built-up  Area,Ready To Move,Hennur Road,1949.0,3.0,1.0,133.0,3,6824.012314007183,1,0
Built-up  Area,18-Dec,Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0,0,2
Super built-up  Area,Ready To Move,Hosakerehalli,2480.0,3.0,2.0,245.0,3,9879.032258064517,1,3
Super built-up  Area,Ready To Move,other,1495.0,3.0,2.0,200.0,3,13377.926421404682,1,3
Super built-up  Area,Ready To Move,Kaikondrahalli,1605.0,3.0,3.0,105.0,3,6542.056074766355,1,0
Built-up  Area,Ready To Move,Bommanahalli,1290.0,2.0,1.0,73.0,2,5658.914728682171,0,0
Super built-up  Area,Ready To Move,Yelahanka,1100.0,2.0,1.0,60.0,2,5454.545454545455,0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,3526.0,4.0,3.0,598.0,4,16959.727736812252,1,1
Super built-up  Area,Ready To Move,other,550.0,1.0,1.0,23.0,1,4181.818181818182,0,2
Super built-up  Area,Ready To Move,other,1080.0,2.0,2.0,75.0,3,6944.444444444444,0,0
Super built-up  Area,18-Mar,Haralur Road,1520.0,2.0,2.0,90.0,3,5921.0526315789475,0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1060.0,2.0,1.0,55.0,2,5188.679245283019,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1267.0,2.0,1.0,54.35,2,4289.6606156274665,0,2
Built-up  Area,Ready To Move,Karuna Nagar,2500.0,3.0,2.0,180.0,3,7200.0,1,0
Super built-up  Area,Ready To Move,Bannerghatta Road,1240.0,2.0,1.0,65.0,2,5241.935483870968,0,2
Super built-up  Area,Ready To Move,NGR Layout,1019.0,2.0,1.0,45.9,2,4504.41609421001,0,2
Super built-up  Area,Ready To Move,other,1537.0,3.0,2.0,110.0,3,7156.79895901106,1,0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1100.0,2.0,1.0,50.0,2,4545.454545454545,0,2
Super built-up  Area,Ready To Move,other,1750.0,3.0,2.0,150.0,3,8571.42857142857,1,0
Super built-up  Area,18-Mar,9th Phase JP Nagar,1466.0,2.0,2.0,71.0,2,4843.110504774898,0,2
Super built-up  Area,19-Aug,Kengeri,540.0,1.0,1.0,22.5,1,4166.666666666667,0,2
Plot  Area,Ready To Move,8th Phase JP Nagar,950.0,3.0,2.0,130.0,3,13684.21052631579,1,1
Built-up  Area,Ready To Move,other,2800.0,7.0,1.0,250.0,7,8928.57142857143,1,3
Super built-up  Area,Ready To Move,other,2880.0,3.0,2.0,501.0,3,17395.833333333332,1,1
Super built-up  Area,Ready To Move,Hebbal,1987.0,4.0,2.0,165.0,3,8303.975842979366,1,0
Super built-up  Area,Ready To Move,Hoodi,1305.0,2.0,1.0,75.0,2,5747.126436781609,0,0
Built-up  Area,Ready To Move,Sarjapur,2100.0,3.0,1.0,125.0,4,5952.380952380952,1,0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1225.0,2.0,2.0,49.5,2,4040.816326530612,0,2
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,55.5,2,4422.310756972111,0,2
Super built-up  Area,Ready To Move,other,1191.0,2.0,1.0,90.0,2,7556.675062972292,0,0
Plot  Area,Ready To Move,Uttarahalli,3600.0,6.0,2.0,303.0,6,8416.666666666666,1,0
Super built-up  Area,19-Mar,Hennur Road,1232.0,2.0,2.0,89.0,2,7224.025974025974,0,0
Super built-up  Area,21-Nov,Thanisandra,1732.0,3.0,3.0,85.73,3,4949.769053117783,0,2
Super built-up  Area,Ready To Move,Yelahanka,1614.0,2.0,1.0,100.0,3,6195.786864931846,1,0
Built-up  Area,Ready To Move,Magadi Road,600.0,1.0,1.0,22.0,2,3666.6666666666665,0,2
Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,155.0,3,7480.694980694981,1,0
Plot  Area,Ready To Move,other,1200.0,3.0,1.0,150.0,3,12500.0,1,3
Super built-up  Area,Ready To Move,other,2849.0,5.0,2.0,250.0,4,8775.008775008775,1,3
Super built-up  Area,Ready To Move,Whitefield,1216.0,2.0,1.0,75.0,2,6167.763157894737,0,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,2245.0,4.0,2.0,154.0,4,6859.688195991092,1,0
Super built-up  Area,18-Feb,Bannerghatta Road,1476.0,3.0,1.0,125.0,3,8468.834688346884,1,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,3.0,2.0,130.0,3,7019.438444924406,1,0
Super built-up  Area,19-Dec,Jakkur,2423.0,4.0,3.0,160.0,3,6603.38423442014,1,0
Super built-up  Area,19-Mar,Marathahalli,1152.0,2.0,1.0,90.0,2,7812.5,0,0
Super built-up  Area,Ready To Move,Harlur,1762.0,3.0,2.0,133.0,3,7548.240635641317,1,0
Plot  Area,Ready To Move,Kammasandra,1400.0,3.0,2.0,92.0,3,6571.428571428572,0,0
Super built-up  Area,Ready To Move,Rachenahalli,1530.0,2.0,2.0,74.4,3,4862.745098039216,0,2
Plot  Area,Ready To Move,other,2400.0,6.0,3.0,400.0,6,16666.666666666668,1,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1185.0,2.0,2.0,40.17,2,3389.8734177215188,0,2
Super built-up  Area,18-May,Yelahanka,1890.0,3.0,2.0,108.0,3,5714.285714285715,1,0
Super built-up  Area,Ready To Move,Varthur Road,1247.0,2.0,2.0,58.0,3,4651.162790697675,0,2
Super built-up  Area,Ready To Move,Bellandur,1201.0,2.0,2.0,59.99,2,4995.004163197335,0,2
Built-up  Area,18-Jul,Electronic City Phase II,1165.0,2.0,1.0,30.29,2,2600.0,0,2
Super built-up  Area,Ready To Move,Bommanahalli,1100.0,1.0,2.0,55.0,2,5000.0,0,2
Built-up  Area,Ready To Move,9th Phase JP Nagar,1890.0,2.0,2.0,93.0,3,4920.6349206349205,0,2
Super built-up  Area,Ready To Move,Battarahalli,1165.0,2.0,1.0,43.0,2,3690.987124463519,0,2
Plot  Area,Ready To Move,Uttarahalli,1200.0,4.0,3.0,179.0,4,14916.666666666666,1,1
Built-up  Area,Ready To Move,Electronics City Phase 1,635.0,1.0,0.0,26.0,1,4094.488188976378,0,2
Built-up  Area,Ready To Move,Whitefield,4000.0,4.0,3.0,380.0,4,9500.0,1,3
Super built-up  Area,22-May,Jakkur,1819.18,3.0,2.0,168.0,3,9234.930023417144,1,3
Plot  Area,Ready To Move,Kanakapura,1500.0,3.0,3.0,125.0,3,8333.333333333334,1,0
Super built-up  Area,Ready To Move,Benson Town,2850.0,4.0,3.0,470.0,3,16491.22807017544,1,1
Super built-up  Area,18-Jun,Bommasandra,1020.0,2.0,1.0,40.89,2,4008.823529411765,0,2
Super built-up  Area,18-Aug,Talaghattapura,1856.0,3.0,2.0,135.0,3,7273.706896551724,1,0
Built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,2.0,60.0,2,4615.384615384615,0,2
Super built-up  Area,Ready To Move,Bellandur,1325.0,2.0,2.0,65.0,2,4905.66037735849,0,2
Built-up  Area,Ready To Move,Ramamurthy Nagar,700.0,2.0,1.0,33.0,2,4714.285714285715,0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1675.0,2.0,2.0,135.0,3,8059.701492537313,1,0
Super built-up  Area,18-Aug,Kodihalli,3260.0,5.0,3.0,388.0,4,11901.840490797545,1,3
Built-up  Area,Ready To Move,Uttarahalli,1160.0,2.0,2.0,45.0,2,3879.310344827586,0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,1914.0,3.0,2.0,149.0,3,7784.743991640544,1,0
Super built-up  Area,Ready To Move,BTM Layout,1458.0,3.0,2.0,79.0,3,5418.38134430727,0,2
Built-up  Area,Ready To Move,Babusapalaya,1105.0,2.0,1.0,40.0,2,3619.9095022624433,0,2
Super built-up  Area,Ready To Move,Hulimavu,3035.0,5.0,3.0,220.0,3,7248.764415156507,1,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,2.0,90.0,3,5415.162454873646,0,2
Super built-up  Area,Ready To Move,Yelahanka,1556.0,3.0,2.0,86.0,3,5526.9922879177375,0,2
Super built-up  Area,Ready To Move,Jigani,918.0,2.0,2.0,50.0,2,5446.623093681917,0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,1455.0,2.0,1.0,98.0,3,6735.395189003437,0,0
Super built-up  Area,Ready To Move,BEML Layout,1194.0,2.0,1.0,65.0,2,5443.886097152429,0,2
Plot  Area,Ready To Move,other,1200.0,2.0,0.0,75.0,2,6250.0,0,0
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,1.0,56.0,2,6027.9870828848225,0,0
Built-up  Area,Ready To Move,Frazer Town,3436.0,5.0,2.0,341.0,4,9924.330616996507,1,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1035.0,2.0,1.0,39.33,2,3800.0,0,2
Super built-up  Area,17-Jul,Channasandra,1065.0,2.0,1.0,40.47,2,3800.0,0,2
Super built-up  Area,22-Dec,Bannerghatta Road,1532.5,3.0,0.0,84.29,3,5500.163132137031,0,2
Super built-up  Area,18-Apr,Hormavu,1093.0,2.0,1.0,32.78,2,2999.085086916743,0,2
Built-up  Area,Ready To Move,Anandapura,1250.0,2.0,2.0,45.0,2,3600.0,0,2
Super built-up  Area,Ready To Move,Marathahalli,1680.0,3.0,3.0,105.0,3,6250.0,1,0
Super built-up  Area,Ready To Move,Nagarbhavi,1146.0,2.0,1.0,50.0,2,4363.001745200698,0,2
Super built-up  Area,Ready To Move,Gottigere,1435.0,2.0,3.0,62.0,3,4320.557491289199,0,2
Super built-up  Area,18-Apr,Devanahalli,658.0,1.0,0.0,26.91,1,4089.665653495441,0,2
Super built-up  Area,Ready To Move,Marathahalli,1910.0,3.0,3.0,119.0,3,6230.366492146597,1,0
Super built-up  Area,Ready To Move,Yelahanka,1610.0,4.0,2.0,85.0,3,5279.503105590062,0,2
Super built-up  Area,Ready To Move,Hulimavu,1127.0,2.0,1.0,65.0,2,5767.524401064774,0,0
Super built-up  Area,Ready To Move,Mysore Road,1155.0,2.0,1.0,51.0,2,4415.584415584415,0,2
Plot  Area,18-Mar,other,2200.0,4.0,2.0,160.0,3,7272.727272727273,1,0
Built-up  Area,Ready To Move,Billekahalli,2400.0,3.0,1.0,150.0,3,6250.0,1,0
Super built-up  Area,Ready To Move,Chandapura,876.0,2.0,2.0,29.5,2,3367.5799086757993,0,2
Super built-up  Area,18-Apr,Kadugodi,1314.0,2.0,3.0,83.0,2,6316.590563165905,0,0
Super built-up  Area,20-Aug,Rachenahalli,690.0,1.0,1.0,39.8,1,5768.115942028985,0,0
Built-up  Area,Ready To Move,Electronic City Phase II,3550.0,2.0,2.0,167.5,4,4718.30985915493,1,2
Super built-up  Area,18-May,Bommasandra,920.0,2.0,1.0,37.2,2,4043.478260869566,0,2
Built-up  Area,Ready To Move,Sarjapur  Road,1850.0,3.0,3.0,140.0,3,7567.5675675675675,1,0
Super built-up  Area,Ready To Move,Electronic City,1073.0,2.0,2.0,60.0,2,5591.798695246971,0,2
Super built-up  Area,Ready To Move,Kalyan nagar,1198.0,2.0,1.0,65.0,2,5425.709515859767,0,2
Super built-up  Area,Ready To Move,other,1900.0,3.0,3.0,155.0,3,8157.894736842105,1,0
Built-up  Area,Ready To Move,Ramagondanahalli,1910.0,3.0,2.0,142.0,3,7434.55497382199,1,0
Super built-up  Area,Ready To Move,Mysore Road,1003.0,2.0,1.0,43.0,2,4287.138584247258,0,2
Plot  Area,Ready To Move,Sarakki Nagar,2400.0,4.0,2.0,358.0,4,14916.666666666666,1,1
Plot  Area,Ready To Move,other,1200.0,1.0,2.0,95.0,2,7916.666666666667,0,0
Plot  Area,18-Mar,other,5400.0,5.0,2.0,972.0,7,18000.0,1,1
Super built-up  Area,18-Jul,Hosur Road,1689.0,3.0,1.0,103.0,3,6098.283007696862,1,0
Super built-up  Area,Ready To Move,Electronic City Phase II,1031.0,2.0,1.0,53.0,2,5140.640155189137,0,2
Plot  Area,Ready To Move,other,1350.0,4.0,2.0,225.0,4,16666.666666666668,1,1
Super built-up  Area,Ready To Move,Hennur Road,1250.0,2.0,1.0,77.88,3,6230.4,0,0
Super built-up  Area,18-May,other,1100.0,2.0,2.0,110.0,2,10000.0,1,3
Super built-up  Area,18-Apr,Electronic City,1500.0,2.0,1.0,78.0,3,5200.0,0,2
Built-up  Area,Ready To Move,other,1942.0,3.0,1.0,155.0,3,7981.462409886714,1,0
Super built-up  Area,18-Dec,Haralur Road,1985.0,3.0,2.0,130.0,3,6549.11838790932,1,0
Super built-up  Area,18-Apr,Sarjapur  Road,950.0,1.0,0.0,39.9,1,4200.0,0,2
Plot  Area,Ready To Move,other,1200.0,4.0,2.0,80.0,3,6666.666666666667,0,0
Super built-up  Area,Ready To Move,Green Glen Layout,1752.0,3.0,2.0,105.0,3,5993.1506849315065,1,0
Plot  Area,Ready To Move,Abbigere,1200.0,3.0,2.0,120.0,4,10000.0,1,3
Super built-up  Area,Ready To Move,Old Madras Road,1480.0,2.0,2.0,84.0,3,5675.675675675676,0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1826.0,3.0,2.0,130.0,3,7119.386637458927,1,0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1035.0,2.0,1.0,39.33,2,3800.0,0,2
Built-up  Area,Ready To Move,Kasavanhalli,1667.0,3.0,2.0,92.0,3,5518.896220755849,0,2
Super built-up  Area,Ready To Move,Thanisandra,934.0,2.0,2.0,55.0,2,5888.650963597431,0,0
Built-up  Area,Ready To Move,Hosur Road,3600.0,5.0,3.0,180.0,5,5000.0,1,2
Super built-up  Area,18-Apr,Uttarahalli,1280.0,2.0,2.0,60.0,3,4687.5,0,2
Super built-up  Area,Ready To Move,other,1515.0,3.0,3.0,90.0,3,5940.59405940594,0,0
Super built-up  Area,Ready To Move,Thigalarapalya,1830.0,4.0,2.0,150.0,3,8196.72131147541,1,0
Built-up  Area,Ready To Move,BTM Layout,935.0,2.0,1.0,51.5,2,5508.0213903743315,0,2
Super built-up  Area,18-Apr,Jakkur,2197.0,3.0,2.0,136.0,3,6190.259444697314,1,0
Super built-up  Area,Ready To Move,Jakkur,1125.0,2.0,2.0,65.0,2,5777.777777777777,0,0
Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,79.0,2,6583.333333333333,0,0
Super built-up  Area,18-Dec,Seegehalli,920.0,2.0,1.0,27.0,2,2934.782608695652,0,2
Built-up  Area,Ready To Move,Yelahanka,651.0,1.0,1.0,17.5,1,2688.1720430107525,0,2
Super built-up  Area,Ready To Move,Chikkabanavar,600.0,1.0,2.0,25.0,2,4166.666666666667,0,2
Super built-up  Area,18-Sep,Chandapura,645.0,1.0,1.0,16.45,1,2550.3875968992247,0,2
Super built-up  Area,18-May,Electronics City Phase 1,1190.0,2.0,1.0,68.0,2,5714.285714285715,0,0
